"","id","group"
"1059",1059,"Emotion Ad"
"1060",1060,"Reason Ad"
"1061",1061,"Emotion Ad"
"1062",1062,"Control"
"1063",1063,"Reason Ad"
"1064",1064,"Control"
"1065",1065,"Control"
"1066",1066,"Control"
"1067",1067,"Reason Ad"
"1068",1068,"Reason Ad"
"1069",1069,"Reason Ad"
"1070",1070,"Control"
"1071",1071,"Emotion Ad"
"1072",1072,"Control"
"1073",1073,"Emotion Ad"
"1074",1074,"Control"
"1075",1075,"Emotion Ad"
"1076",1076,"Emotion Ad"
"1077",1077,"Control"
"1078",1078,"Control"
"1079",1079,"Reason Ad"
"1080",1080,"Reason Ad"
"1081",1081,"Reason Ad"
"1082",1082,"Reason Ad"
"1083",1083,"Control"
"1084",1084,"Control"
"1085",1085,"Emotion Ad"
"1086",1086,"Emotion Ad"
"1087",1087,"Emotion Ad"
"1088",1088,"Emotion Ad"
"1089",1089,"Reason Ad"
"1090",1090,"Reason Ad"
"1091",1091,"Emotion Ad"
"1092",1092,"Reason Ad"
"1093",1093,"Control"
"1094",1094,"Emotion Ad"
"1095",1095,"Control"
"1096",1096,"Emotion Ad"
"1097",1097,"Control"
"1098",1098,"Emotion Ad"
"1099",1099,"Reason Ad"
"1100",1100,"Emotion Ad"
"1101",1101,"Reason Ad"
"1102",1102,"Emotion Ad"
"1103",1103,"Control"
"1104",1104,"Control"
"1105",1105,"Control"
"1106",1106,"Emotion Ad"
"1107",1107,"Reason Ad"
"1108",1108,"Emotion Ad"
"1109",1109,"Emotion Ad"
"1110",1110,"Reason Ad"
"1111",1111,"Control"
"1112",1112,"Reason Ad"
"1113",1113,"Emotion Ad"
"1114",1114,"Reason Ad"
"1115",1115,"Reason Ad"
"1116",1116,"Reason Ad"
"1117",1117,"Emotion Ad"
"1118",1118,"Control"
"1119",1119,"Reason Ad"
"1120",1120,"Control"
"1121",1121,"Control"
"1122",1122,"Emotion Ad"
"1123",1123,"Reason Ad"
"1124",1124,"Control"
"1125",1125,"Reason Ad"
"1126",1126,"Emotion Ad"
"1127",1127,"Emotion Ad"
"1128",1128,"Reason Ad"
"1129",1129,"Control"
"1130",1130,"Reason Ad"
"1131",1131,"Reason Ad"
"1132",1132,"Control"
"1133",1133,"Emotion Ad"
"1134",1134,"Control"
"1135",1135,"Emotion Ad"
"1136",1136,"Reason Ad"
"1137",1137,"Control"
"1138",1138,"Control"
"1139",1139,"Reason Ad"
"1140",1140,"Control"
"1141",1141,"Emotion Ad"
"1142",1142,"Control"
"1143",1143,"Emotion Ad"
"1144",1144,"Control"
"1145",1145,"Emotion Ad"
"1146",1146,"Emotion Ad"
"1147",1147,"Reason Ad"
"1148",1148,"Control"
"1149",1149,"Emotion Ad"
"1150",1150,"Control"
"1151",1151,"Reason Ad"
"1152",1152,"Reason Ad"
"1153",1153,"Emotion Ad"
"1154",1154,"Emotion Ad"
"1155",1155,"Emotion Ad"
"1156",1156,"Control"
"1157",1157,"Emotion Ad"
"1158",1158,"Reason Ad"
"1159",1159,"Emotion Ad"
"1160",1160,"Emotion Ad"
"1161",1161,"Emotion Ad"
"1162",1162,"Emotion Ad"
"1163",1163,"Control"
"1164",1164,"Emotion Ad"
"1165",1165,"Control"
"1166",1166,"Emotion Ad"
"1167",1167,"Reason Ad"
"1168",1168,"Control"
"1169",1169,"Control"
"1170",1170,"Control"
"1171",1171,"Emotion Ad"
"1172",1172,"Reason Ad"
"1173",1173,"Reason Ad"
"1174",1174,"Emotion Ad"
"1175",1175,"Reason Ad"
"1176",1176,"Control"
"1177",1177,"Emotion Ad"
"1178",1178,"Emotion Ad"
"1179",1179,"Emotion Ad"
"1180",1180,"Control"
"1181",1181,"Emotion Ad"
"1182",1182,"Emotion Ad"
"1183",1183,"Control"
"1184",1184,"Reason Ad"
"1185",1185,"Reason Ad"
"1186",1186,"Control"
"1187",1187,"Control"
"1188",1188,"Reason Ad"
"1189",1189,"Emotion Ad"
"1190",1190,"Reason Ad"
"1191",1191,"Emotion Ad"
"1192",1192,"Emotion Ad"
"1193",1193,"Emotion Ad"
"1194",1194,"Emotion Ad"
"1195",1195,"Reason Ad"
"1196",1196,"Control"
"1197",1197,"Emotion Ad"
"1198",1198,"Reason Ad"
"1199",1199,"Reason Ad"
"1200",1200,"Control"
"1201",1201,"Control"
"1202",1202,"Control"
"1203",1203,"Reason Ad"
"1204",1204,"Emotion Ad"
"1205",1205,"Emotion Ad"
"1206",1206,"Emotion Ad"
"1207",1207,"Control"
"1208",1208,"Emotion Ad"
"1209",1209,"Reason Ad"
"1210",1210,"Emotion Ad"
"1211",1211,"Control"
"1212",1212,"Control"
"1213",1213,"Emotion Ad"
"1214",1214,"Emotion Ad"
"1215",1215,"Reason Ad"
"1216",1216,"Control"
"1217",1217,"Control"
"1218",1218,"Emotion Ad"
"1219",1219,"Control"
"1220",1220,"Emotion Ad"
"1221",1221,"Emotion Ad"
"1222",1222,"Emotion Ad"
"1223",1223,"Emotion Ad"
"1224",1224,"Control"
"1225",1225,"Reason Ad"
"1226",1226,"Reason Ad"
"1227",1227,"Emotion Ad"
"1228",1228,"Emotion Ad"
"1229",1229,"Control"
"1230",1230,"Emotion Ad"
"1231",1231,"Emotion Ad"
"1232",1232,"Control"
"1233",1233,"Emotion Ad"
"1234",1234,"Emotion Ad"
"1235",1235,"Reason Ad"
"1236",1236,"Control"
"1237",1237,"Reason Ad"
"1238",1238,"Reason Ad"
"1239",1239,"Control"
"1240",1240,"Reason Ad"
"1241",1241,"Control"
"1242",1242,"Emotion Ad"
"1243",1243,"Emotion Ad"
"1244",1244,"Control"
"1245",1245,"Reason Ad"
"1246",1246,"Emotion Ad"
"1247",1247,"Reason Ad"
"1248",1248,"Emotion Ad"
"1249",1249,"Control"
"1250",1250,"Reason Ad"
"1251",1251,"Control"
"1252",1252,"Emotion Ad"
"1253",1253,"Emotion Ad"
"1254",1254,"Reason Ad"
"1255",1255,"Control"
"1256",1256,"Emotion Ad"
"1257",1257,"Control"
"1258",1258,"Reason Ad"
"1259",1259,"Emotion Ad"
"1260",1260,"Emotion Ad"
"1261",1261,"Reason Ad"
"1262",1262,"Reason Ad"
"1263",1263,"Emotion Ad"
"1264",1264,"Control"
"1265",1265,"Emotion Ad"
"1266",1266,"Emotion Ad"
"1267",1267,"Emotion Ad"
"1268",1268,"Reason Ad"
"1269",1269,"Emotion Ad"
"1270",1270,"Reason Ad"
"1271",1271,"Control"
"1272",1272,"Control"
"1273",1273,"Control"
"1274",1274,"Reason Ad"
"1275",1275,"Emotion Ad"
"1276",1276,"Reason Ad"
"1277",1277,"Reason Ad"
"1278",1278,"Emotion Ad"
"1279",1279,"Control"
"1280",1280,"Emotion Ad"
"1281",1281,"Emotion Ad"
"1282",1282,"Emotion Ad"
"1283",1283,"Control"
"1284",1284,"Emotion Ad"
"1285",1285,"Reason Ad"
"1286",1286,"Control"
"1287",1287,"Emotion Ad"
"1288",1288,"Reason Ad"
"1289",1289,"Control"
"1290",1290,"Emotion Ad"
"1291",1291,"Control"
"1292",1292,"Emotion Ad"
"1293",1293,"Reason Ad"
"1294",1294,"Control"
"1295",1295,"Control"
"1296",1296,"Emotion Ad"
"1297",1297,"Control"
"1298",1298,"Control"
"1299",1299,"Reason Ad"
"1300",1300,"Emotion Ad"
"1301",1301,"Reason Ad"
"1302",1302,"Emotion Ad"
"1303",1303,"Control"
"1304",1304,"Emotion Ad"
"1305",1305,"Reason Ad"
"1306",1306,"Reason Ad"
"1307",1307,"Control"
"1308",1308,"Emotion Ad"
"1309",1309,"Emotion Ad"
"1310",1310,"Emotion Ad"
"1311",1311,"Control"
"1312",1312,"Reason Ad"
"1313",1313,"Reason Ad"
"1314",1314,"Control"
"1315",1315,"Emotion Ad"
"1316",1316,"Control"
"1317",1317,"Control"
"1318",1318,"Emotion Ad"
"1319",1319,"Emotion Ad"
"1320",1320,"Reason Ad"
"1321",1321,"Reason Ad"
"1322",1322,"Control"
"1323",1323,"Reason Ad"
"1324",1324,"Control"
"1325",1325,"Control"
"1326",1326,"Reason Ad"
"1327",1327,"Emotion Ad"
"1328",1328,"Emotion Ad"
"1329",1329,"Emotion Ad"
"1330",1330,"Reason Ad"
"1331",1331,"Reason Ad"
"1332",1332,"Reason Ad"
"1333",1333,"Emotion Ad"
"1334",1334,"Reason Ad"
"1335",1335,"Reason Ad"
"1336",1336,"Control"
"1337",1337,"Control"
"1338",1338,"Control"
"1339",1339,"Control"
"1340",1340,"Emotion Ad"
"1341",1341,"Control"
"1342",1342,"Emotion Ad"
"1343",1343,"Emotion Ad"
"1344",1344,"Reason Ad"
"1345",1345,"Emotion Ad"
"1346",1346,"Emotion Ad"
"1347",1347,"Reason Ad"
"1348",1348,"Reason Ad"
"1349",1349,"Reason Ad"
"1350",1350,"Emotion Ad"
"1351",1351,"Control"
"1352",1352,"Control"
"1353",1353,"Reason Ad"
"1354",1354,"Emotion Ad"
"1355",1355,"Control"
"1356",1356,"Emotion Ad"
"1357",1357,"Control"
"1358",1358,"Control"
"1359",1359,"Control"
"1360",1360,"Control"
"1361",1361,"Emotion Ad"
"1362",1362,"Reason Ad"
"1363",1363,"Control"
"1364",1364,"Reason Ad"
"1365",1365,"Control"
"1366",1366,"Reason Ad"
"1367",1367,"Emotion Ad"
"1368",1368,"Reason Ad"
"1369",1369,"Emotion Ad"
"1370",1370,"Control"
"1371",1371,"Control"
"1372",1372,"Control"
"1373",1373,"Control"
"1374",1374,"Emotion Ad"
"1375",1375,"Reason Ad"
"1376",1376,"Control"
"1377",1377,"Control"
"1378",1378,"Control"
"1379",1379,"Emotion Ad"
"1380",1380,"Reason Ad"
"1381",1381,"Reason Ad"
"1382",1382,"Control"
"1383",1383,"Reason Ad"
"1384",1384,"Control"
"1385",1385,"Reason Ad"
"1386",1386,"Control"
"1387",1387,"Reason Ad"
"1388",1388,"Emotion Ad"
"1389",1389,"Emotion Ad"
"1390",1390,"Reason Ad"
"1391",1391,"Emotion Ad"
"1392",1392,"Emotion Ad"
"1393",1393,"Emotion Ad"
"1394",1394,"Emotion Ad"
"1395",1395,"Reason Ad"
"1396",1396,"Reason Ad"
"1397",1397,"Control"
"1398",1398,"Control"
"1399",1399,"Reason Ad"
"1400",1400,"Emotion Ad"
"1401",1401,"Emotion Ad"
"1402",1402,"Reason Ad"
"1403",1403,"Reason Ad"
"1404",1404,"Control"
"1405",1405,"Reason Ad"
"1406",1406,"Reason Ad"
"1407",1407,"Reason Ad"
"1408",1408,"Emotion Ad"
"1409",1409,"Control"
"1410",1410,"Control"
"1411",1411,"Emotion Ad"
"1412",1412,"Emotion Ad"
"1413",1413,"Emotion Ad"
"1414",1414,"Reason Ad"
"1415",1415,"Reason Ad"
"1416",1416,"Control"
"1417",1417,"Emotion Ad"
"1418",1418,"Reason Ad"
"1419",1419,"Reason Ad"
"1420",1420,"Control"
"1421",1421,"Emotion Ad"
"1422",1422,"Emotion Ad"
"1423",1423,"Control"
"1424",1424,"Control"
"1425",1425,"Reason Ad"
"1426",1426,"Reason Ad"
"1427",1427,"Reason Ad"
"1428",1428,"Reason Ad"
"1429",1429,"Control"
"1430",1430,"Emotion Ad"
"1431",1431,"Emotion Ad"
"1432",1432,"Control"
"1433",1433,"Emotion Ad"
"1434",1434,"Emotion Ad"
"1435",1435,"Control"
"1436",1436,"Control"
"1437",1437,"Emotion Ad"
"1438",1438,"Control"
"1439",1439,"Control"
"1440",1440,"Control"
"1441",1441,"Emotion Ad"
"1442",1442,"Reason Ad"
"1443",1443,"Reason Ad"
"1444",1444,"Reason Ad"
"1445",1445,"Reason Ad"
"1446",1446,"Emotion Ad"
"1447",1447,"Control"
"1448",1448,"Emotion Ad"
"1449",1449,"Emotion Ad"
"1450",1450,"Reason Ad"
"1451",1451,"Reason Ad"
"1452",1452,"Control"
"1453",1453,"Reason Ad"
"1454",1454,"Emotion Ad"
"1455",1455,"Reason Ad"
"1456",1456,"Reason Ad"
"1457",1457,"Control"
"1458",1458,"Emotion Ad"
"1459",1459,"Reason Ad"
"1460",1460,"Control"
"1461",1461,"Emotion Ad"
"1462",1462,"Emotion Ad"
"1463",1463,"Control"
"1464",1464,"Reason Ad"
"1465",1465,"Emotion Ad"
"1466",1466,"Emotion Ad"
"1467",1467,"Reason Ad"
"1468",1468,"Emotion Ad"
"1469",1469,"Control"
"1470",1470,"Control"
"1471",1471,"Control"
"1472",1472,"Reason Ad"
"1473",1473,"Control"
"1474",1474,"Reason Ad"
"1475",1475,"Reason Ad"
"1476",1476,"Emotion Ad"
"1477",1477,"Control"
"1478",1478,"Reason Ad"
"1479",1479,"Emotion Ad"
"1480",1480,"Control"
"1481",1481,"Emotion Ad"
"1482",1482,"Control"
"1483",1483,"Control"
"1484",1484,"Control"
"1485",1485,"Emotion Ad"
"1486",1486,"Control"
"1487",1487,"Emotion Ad"
"1488",1488,"Reason Ad"
"1489",1489,"Reason Ad"
"1490",1490,"Control"
"1491",1491,"Emotion Ad"
"1492",1492,"Control"
"1493",1493,"Emotion Ad"
"1494",1494,"Reason Ad"
"1495",1495,"Reason Ad"
"1496",1496,"Reason Ad"
"1497",1497,"Control"
"1498",1498,"Emotion Ad"
"1499",1499,"Reason Ad"
"1500",1500,"Control"
"1501",1501,"Reason Ad"
"1502",1502,"Control"
"1503",1503,"Control"
"1504",1504,"Control"
"1505",1505,"Emotion Ad"
"1506",1506,"Emotion Ad"
"1507",1507,"Reason Ad"
"1508",1508,"Emotion Ad"
"1509",1509,"Emotion Ad"
"1510",1510,"Reason Ad"
"1511",1511,"Emotion Ad"
"1512",1512,"Reason Ad"
"1513",1513,"Control"
"1514",1514,"Emotion Ad"
"1515",1515,"Control"
"1516",1516,"Emotion Ad"
"1517",1517,"Reason Ad"
"1518",1518,"Reason Ad"
"1519",1519,"Emotion Ad"
"1520",1520,"Reason Ad"
"1521",1521,"Control"
"1522",1522,"Emotion Ad"
"1523",1523,"Reason Ad"
"1524",1524,"Reason Ad"
"1525",1525,"Emotion Ad"
"1526",1526,"Reason Ad"
"1527",1527,"Reason Ad"
"1528",1528,"Control"
"1529",1529,"Emotion Ad"
"1530",1530,"Emotion Ad"
"1531",1531,"Reason Ad"
"1532",1532,"Emotion Ad"
"1533",1533,"Reason Ad"
"1534",1534,"Control"
"1535",1535,"Emotion Ad"
"1536",1536,"Control"
"1537",1537,"Emotion Ad"
"1538",1538,"Control"
"1539",1539,"Emotion Ad"
"1540",1540,"Reason Ad"
"1541",1541,"Control"
"1542",1542,"Emotion Ad"
"1543",1543,"Reason Ad"
"1544",1544,"Emotion Ad"
"1545",1545,"Emotion Ad"
"1546",1546,"Emotion Ad"
"1547",1547,"Control"
"1548",1548,"Reason Ad"
"1549",1549,"Reason Ad"
"1550",1550,"Control"
"1551",1551,"Emotion Ad"
"1552",1552,"Emotion Ad"
"1553",1553,"Emotion Ad"
"1554",1554,"Control"
"1555",1555,"Control"
"1556",1556,"Control"
"1557",1557,"Emotion Ad"
"1558",1558,"Emotion Ad"
"1559",1559,"Reason Ad"
"1560",1560,"Reason Ad"
"1561",1561,"Control"
"1562",1562,"Emotion Ad"
"1563",1563,"Control"
"1564",1564,"Emotion Ad"
"1565",1565,"Reason Ad"
"1566",1566,"Control"
"1567",1567,"Reason Ad"
"1568",1568,"Emotion Ad"
"1569",1569,"Emotion Ad"
"1570",1570,"Reason Ad"
"1571",1571,"Control"
"1572",1572,"Control"
"1573",1573,"Control"
"1574",1574,"Control"
"1575",1575,"Reason Ad"
"1576",1576,"Emotion Ad"
"1577",1577,"Reason Ad"
"1578",1578,"Reason Ad"
"1579",1579,"Control"
"1580",1580,"Reason Ad"
"1581",1581,"Emotion Ad"
"1582",1582,"Control"
"1583",1583,"Emotion Ad"
"1584",1584,"Control"
"1585",1585,"Reason Ad"
"1586",1586,"Emotion Ad"
"1587",1587,"Control"
"1588",1588,"Emotion Ad"
"1589",1589,"Control"
"1590",1590,"Emotion Ad"
"1591",1591,"Emotion Ad"
"1592",1592,"Emotion Ad"
"1593",1593,"Control"
"1594",1594,"Emotion Ad"
"1595",1595,"Reason Ad"
"1596",1596,"Emotion Ad"
"1597",1597,"Control"
"1598",1598,"Reason Ad"
"1599",1599,"Emotion Ad"
"1600",1600,"Emotion Ad"
"1601",1601,"Control"
"1602",1602,"Emotion Ad"
"1603",1603,"Reason Ad"
"1604",1604,"Control"
"1605",1605,"Emotion Ad"
"1606",1606,"Control"
"1607",1607,"Emotion Ad"
"1608",1608,"Reason Ad"
"1609",1609,"Control"
"1610",1610,"Reason Ad"
"1611",1611,"Control"
"1612",1612,"Reason Ad"
"1613",1613,"Control"
"1614",1614,"Emotion Ad"
"1615",1615,"Reason Ad"
"1616",1616,"Emotion Ad"
"1617",1617,"Reason Ad"
"1618",1618,"Control"
"1619",1619,"Emotion Ad"
"1620",1620,"Control"
"1621",1621,"Control"
"1622",1622,"Reason Ad"
"1623",1623,"Reason Ad"
"1624",1624,"Emotion Ad"
"1625",1625,"Control"
"1626",1626,"Reason Ad"
"1627",1627,"Control"
"1628",1628,"Control"
"1629",1629,"Reason Ad"
"1630",1630,"Control"
"1631",1631,"Reason Ad"
"1632",1632,"Emotion Ad"
"1633",1633,"Reason Ad"
"1634",1634,"Control"
"1635",1635,"Reason Ad"
"1636",1636,"Emotion Ad"
"1637",1637,"Reason Ad"
"1638",1638,"Reason Ad"
"1639",1639,"Reason Ad"
"1640",1640,"Control"
"1641",1641,"Emotion Ad"
"1642",1642,"Reason Ad"
"1643",1643,"Emotion Ad"
"1644",1644,"Control"
"1645",1645,"Control"
"1646",1646,"Control"
"1647",1647,"Control"
"1648",1648,"Reason Ad"
"1649",1649,"Control"
"1650",1650,"Reason Ad"
"1651",1651,"Control"
"1652",1652,"Emotion Ad"
"1653",1653,"Emotion Ad"
"1654",1654,"Emotion Ad"
"1655",1655,"Reason Ad"
"1656",1656,"Control"
"1657",1657,"Reason Ad"
"1658",1658,"Emotion Ad"
"1659",1659,"Reason Ad"
"1660",1660,"Control"
"1661",1661,"Reason Ad"
"1662",1662,"Reason Ad"
"1663",1663,"Control"
"1664",1664,"Emotion Ad"
"1665",1665,"Emotion Ad"
"1666",1666,"Control"
"1667",1667,"Emotion Ad"
"1668",1668,"Emotion Ad"
"1669",1669,"Control"
"1670",1670,"Emotion Ad"
"1671",1671,"Emotion Ad"
"1672",1672,"Control"
"1673",1673,"Control"
"1674",1674,"Reason Ad"
"1675",1675,"Control"
"1676",1676,"Emotion Ad"
"1677",1677,"Emotion Ad"
"1678",1678,"Reason Ad"
"1679",1679,"Control"
"1680",1680,"Reason Ad"
"1681",1681,"Reason Ad"
"1682",1682,"Reason Ad"
"1683",1683,"Reason Ad"
"1684",1684,"Reason Ad"
"1685",1685,"Control"
"1686",1686,"Reason Ad"
"1687",1687,"Reason Ad"
"1688",1688,"Reason Ad"
"1689",1689,"Control"
"1690",1690,"Emotion Ad"
"1691",1691,"Reason Ad"
"1692",1692,"Emotion Ad"
"1693",1693,"Reason Ad"
"1694",1694,"Reason Ad"
"1695",1695,"Control"
"1696",1696,"Emotion Ad"
"1697",1697,"Reason Ad"
"1698",1698,"Control"
"1699",1699,"Reason Ad"
"1700",1700,"Emotion Ad"
"1701",1701,"Control"
"1702",1702,"Emotion Ad"
"1703",1703,"Reason Ad"
"1704",1704,"Emotion Ad"
"1705",1705,"Emotion Ad"
"1706",1706,"Emotion Ad"
"1707",1707,"Reason Ad"
"1708",1708,"Emotion Ad"
"1709",1709,"Control"
"1710",1710,"Reason Ad"
"1711",1711,"Emotion Ad"
"1712",1712,"Reason Ad"
"1713",1713,"Reason Ad"
"1714",1714,"Emotion Ad"
"1715",1715,"Control"
"1716",1716,"Emotion Ad"
"1717",1717,"Control"
"1718",1718,"Emotion Ad"
"1719",1719,"Emotion Ad"
"1720",1720,"Reason Ad"
"1721",1721,"Control"
"1722",1722,"Control"
"1723",1723,"Reason Ad"
"1724",1724,"Reason Ad"
"1725",1725,"Reason Ad"
"1726",1726,"Emotion Ad"
"1727",1727,"Emotion Ad"
"1728",1728,"Emotion Ad"
"1729",1729,"Reason Ad"
"1730",1730,"Reason Ad"
"1731",1731,"Emotion Ad"
"1732",1732,"Reason Ad"
"1733",1733,"Reason Ad"
"1734",1734,"Reason Ad"
"1735",1735,"Reason Ad"
"1736",1736,"Emotion Ad"
"1737",1737,"Control"
"1738",1738,"Emotion Ad"
"1739",1739,"Control"
"1740",1740,"Emotion Ad"
"1741",1741,"Control"
"1742",1742,"Reason Ad"
"1743",1743,"Control"
"1744",1744,"Emotion Ad"
"1745",1745,"Reason Ad"
"1746",1746,"Control"
"1747",1747,"Emotion Ad"
"1748",1748,"Control"
"1749",1749,"Reason Ad"
"1750",1750,"Reason Ad"
"1751",1751,"Control"
"1752",1752,"Reason Ad"
"1753",1753,"Emotion Ad"
"1754",1754,"Control"
"1755",1755,"Reason Ad"
"1756",1756,"Control"
"1757",1757,"Emotion Ad"
"1758",1758,"Control"
"1759",1759,"Emotion Ad"
"1760",1760,"Reason Ad"
"1761",1761,"Emotion Ad"
"1762",1762,"Control"
"1763",1763,"Control"
"1764",1764,"Reason Ad"
"1765",1765,"Emotion Ad"
"1766",1766,"Reason Ad"
"1767",1767,"Control"
"1768",1768,"Reason Ad"
"1769",1769,"Emotion Ad"
"1770",1770,"Reason Ad"
"1771",1771,"Emotion Ad"
"1772",1772,"Emotion Ad"
"1773",1773,"Control"
"1774",1774,"Control"
"1775",1775,"Emotion Ad"
"1776",1776,"Reason Ad"
"1777",1777,"Emotion Ad"
"1778",1778,"Emotion Ad"
"1779",1779,"Emotion Ad"
"1780",1780,"Reason Ad"
"1781",1781,"Control"
"1782",1782,"Emotion Ad"
"1783",1783,"Reason Ad"
"1784",1784,"Reason Ad"
"1785",1785,"Control"
"1786",1786,"Emotion Ad"
"1787",1787,"Reason Ad"
"1788",1788,"Emotion Ad"
"1789",1789,"Control"
"1790",1790,"Emotion Ad"
"1791",1791,"Reason Ad"
"1792",1792,"Control"
"1793",1793,"Emotion Ad"
"1794",1794,"Emotion Ad"
"1795",1795,"Emotion Ad"
"1796",1796,"Reason Ad"
"1797",1797,"Control"
"1798",1798,"Reason Ad"
"1799",1799,"Reason Ad"
"1800",1800,"Control"
"1801",1801,"Emotion Ad"
"1802",1802,"Control"
"1803",1803,"Emotion Ad"
"1804",1804,"Control"
"1805",1805,"Control"
"1806",1806,"Emotion Ad"
"1807",1807,"Emotion Ad"
"1808",1808,"Control"
"1809",1809,"Emotion Ad"
"1810",1810,"Emotion Ad"
"1811",1811,"Reason Ad"
"1812",1812,"Reason Ad"
"1813",1813,"Emotion Ad"
"1814",1814,"Emotion Ad"
"1815",1815,"Reason Ad"
"1816",1816,"Reason Ad"
"1817",1817,"Reason Ad"
"1818",1818,"Control"
"1819",1819,"Emotion Ad"
"1820",1820,"Control"
"1821",1821,"Control"
"1822",1822,"Control"
"1823",1823,"Control"
"1824",1824,"Control"
"1825",1825,"Reason Ad"
"1826",1826,"Control"
"1827",1827,"Reason Ad"
"1828",1828,"Emotion Ad"
"1829",1829,"Control"
"1830",1830,"Emotion Ad"
"1831",1831,"Emotion Ad"
"1832",1832,"Emotion Ad"
"1833",1833,"Control"
"1834",1834,"Emotion Ad"
"1835",1835,"Control"
"1836",1836,"Emotion Ad"
"1837",1837,"Reason Ad"
"1838",1838,"Control"
"1839",1839,"Control"
"1840",1840,"Emotion Ad"
"1841",1841,"Control"
"1842",1842,"Reason Ad"
"1843",1843,"Reason Ad"
"1844",1844,"Reason Ad"
"1845",1845,"Control"
"1846",1846,"Control"
"1847",1847,"Emotion Ad"
"1848",1848,"Control"
"1849",1849,"Control"
"1850",1850,"Emotion Ad"
"1851",1851,"Reason Ad"
"1852",1852,"Emotion Ad"
"1853",1853,"Reason Ad"
"1854",1854,"Emotion Ad"
"1855",1855,"Control"
"1856",1856,"Control"
"1857",1857,"Reason Ad"
"1858",1858,"Control"
"1859",1859,"Emotion Ad"
"1860",1860,"Control"
"1861",1861,"Control"
"1862",1862,"Control"
"1863",1863,"Emotion Ad"
"1864",1864,"Emotion Ad"
"1865",1865,"Reason Ad"
"1866",1866,"Emotion Ad"
"1867",1867,"Reason Ad"
"1868",1868,"Control"
"1869",1869,"Reason Ad"
"1870",1870,"Reason Ad"
"1871",1871,"Control"
"1872",1872,"Reason Ad"
"1873",1873,"Emotion Ad"
"1874",1874,"Emotion Ad"
"1875",1875,"Reason Ad"
"1876",1876,"Reason Ad"
"1877",1877,"Reason Ad"
"1878",1878,"Control"
"1879",1879,"Emotion Ad"
"1880",1880,"Control"
"1881",1881,"Reason Ad"
"1882",1882,"Emotion Ad"
"1883",1883,"Emotion Ad"
"1884",1884,"Control"
"1885",1885,"Emotion Ad"
"1886",1886,"Emotion Ad"
"1887",1887,"Emotion Ad"
"1888",1888,"Emotion Ad"
"1889",1889,"Emotion Ad"
"1890",1890,"Control"
"1891",1891,"Control"
"1892",1892,"Reason Ad"
"1893",1893,"Emotion Ad"
"1894",1894,"Reason Ad"
"1895",1895,"Reason Ad"
"1896",1896,"Control"
"1897",1897,"Reason Ad"
"1898",1898,"Emotion Ad"
"1899",1899,"Emotion Ad"
"1900",1900,"Reason Ad"
"1901",1901,"Emotion Ad"
"1902",1902,"Control"
"1903",1903,"Control"
"1904",1904,"Control"
"1905",1905,"Emotion Ad"
"1906",1906,"Control"
"1907",1907,"Reason Ad"
"1908",1908,"Reason Ad"
"1909",1909,"Emotion Ad"
"1910",1910,"Emotion Ad"
"1911",1911,"Control"
"1912",1912,"Reason Ad"
"1913",1913,"Control"
"1914",1914,"Reason Ad"
"1915",1915,"Emotion Ad"
"1916",1916,"Control"
"1917",1917,"Control"
"1918",1918,"Emotion Ad"
"1919",1919,"Reason Ad"
"1920",1920,"Control"
"1921",1921,"Emotion Ad"
"1922",1922,"Control"
"1923",1923,"Emotion Ad"
"1924",1924,"Control"
"1925",1925,"Emotion Ad"
"1926",1926,"Reason Ad"
"1927",1927,"Emotion Ad"
"1928",1928,"Reason Ad"
"1929",1929,"Control"
"1930",1930,"Control"
"1931",1931,"Control"
"1932",1932,"Emotion Ad"
"1933",1933,"Emotion Ad"
"1934",1934,"Control"
"1935",1935,"Emotion Ad"
"1936",1936,"Emotion Ad"
"1937",1937,"Control"
"1938",1938,"Control"
"1939",1939,"Control"
"1940",1940,"Emotion Ad"
"1941",1941,"Control"
"1942",1942,"Reason Ad"
"1943",1943,"Control"
"1944",1944,"Reason Ad"
"1945",1945,"Control"
"1946",1946,"Reason Ad"
"1947",1947,"Control"
"1948",1948,"Reason Ad"
"1949",1949,"Emotion Ad"
"1950",1950,"Control"
"1951",1951,"Emotion Ad"
"1952",1952,"Reason Ad"
"1953",1953,"Emotion Ad"
"1954",1954,"Control"
"1955",1955,"Emotion Ad"
"1956",1956,"Emotion Ad"
"1957",1957,"Control"
"1958",1958,"Control"
"1959",1959,"Reason Ad"
"1960",1960,"Reason Ad"
"1961",1961,"Control"
"1962",1962,"Reason Ad"
"1963",1963,"Control"
"1964",1964,"Control"
"1965",1965,"Reason Ad"
"1966",1966,"Emotion Ad"
"1967",1967,"Reason Ad"
"1968",1968,"Emotion Ad"
"1969",1969,"Control"
"1970",1970,"Control"
"1971",1971,"Control"
"1972",1972,"Reason Ad"
"1973",1973,"Reason Ad"
"1974",1974,"Control"
"1975",1975,"Control"
"1976",1976,"Reason Ad"
"1977",1977,"Reason Ad"
"1978",1978,"Control"
"1979",1979,"Reason Ad"
"1980",1980,"Reason Ad"
"1981",1981,"Control"
"1982",1982,"Reason Ad"
"1983",1983,"Emotion Ad"
"1984",1984,"Emotion Ad"
"1985",1985,"Reason Ad"
"1986",1986,"Control"
"1987",1987,"Control"
"1988",1988,"Reason Ad"
"1989",1989,"Emotion Ad"
