"","id","age","gender","race","income","education","region","hesitancy_q1","hesitancy_q2"
"772",772,42,"Male","White","Low","High School or less","South",3,5
"773",773,58,"Female","White","Medium","High School or less","Midwest",2,4
"774",774,21,"Female","White","Low","Some College","Northeast",3,2
"775",775,55,"Female","Asian","Medium","Bachelor's or higher","West",2,5
"776",776,84,"Female","Other","High","High School or less","West",4,1
"777",777,50,"Female","Hispanic","Medium","High School or less","South",5,3
"778",778,45,"Female","White","Medium","High School or less","Midwest",3,4
"779",779,59,"Female","White","Low","High School or less","South",1,3
"780",780,45,"Female","Black","Medium","Some College","Midwest",3,3
"781",781,65,"Female","White","Low","High School or less","South",1,2
"782",782,66,"Female","Other","Low","High School or less","South",4,4
"783",783,50,"Male","White","Low","High School or less","South",2,4
"784",784,29,"Male","Black","Low","High School or less","South",2,1
"785",785,26,"Male","White","High","Bachelor's or higher","South",3,5
"786",786,39,"Male","Hispanic","Low","High School or less","Midwest",3,2
"787",787,64,"Male","White","Medium","Bachelor's or higher","South",1,2
"788",788,18,"Male","Black","High","High School or less","Midwest",4,3
"789",789,18,"Male","White","Medium","High School or less","West",5,3
"790",790,38,"Male","White","Low","High School or less","Northeast",5,3
"791",791,57,"Female","White","Low","Bachelor's or higher","West",3,1
"792",792,34,"Female","White","High","High School or less","West",4,1
"793",793,66,"Male","White","Medium","Some College","West",5,4
"794",794,56,"Male","Hispanic","Low","High School or less","West",4,2
"795",795,47,"Female","White","Low","Bachelor's or higher","Northeast",2,1
"796",796,65,"Female","White","Low","Some College","West",3,3
"797",797,57,"Male","White","High","Bachelor's or higher","Northeast",3,5
"798",798,42,"Male","Hispanic","Low","Some College","West",2,5
"799",799,54,"Female","White","High","Bachelor's or higher","West",4,3
"800",800,62,"Female","White","Medium","Some College","South",1,1
"801",801,56,"Female","White","Low","High School or less","Midwest",4,3
"802",802,38,"Male","Black","Medium","Bachelor's or higher","South",2,4
"803",803,65,"Male","White","Medium","Bachelor's or higher","Northeast",2,3
"804",804,71,"Male","White","High","High School or less","Midwest",4,5
"805",805,55,"Male","White","High","High School or less","West",3,1
"806",806,53,"Female","Hispanic","Medium","Bachelor's or higher","South",1,5
"807",807,49,"Female","White","Low","Some College","South",4,2
"808",808,89,"Female","Black","Medium","Some College","South",3,2
"809",809,55,"Female","Hispanic","High","High School or less","West",4,5
"810",810,47,"Male","White","Low","Bachelor's or higher","West",5,4
"811",811,18,"Male","Black","Low","Some College","Northeast",3,1
"812",812,22,"Male","White","Low","Bachelor's or higher","Midwest",5,2
"813",813,49,"Female","White","Medium","Some College","West",1,4
"814",814,54,"Female","White","High","High School or less","Northeast",3,5
"815",815,55,"Female","White","Low","Bachelor's or higher","Northeast",4,4
"816",816,65,"Female","White","Medium","High School or less","South",2,2
"817",817,47,"Male","Black","Low","High School or less","South",2,5
"818",818,72,"Male","Hispanic","Low","Bachelor's or higher","Northeast",5,4
"819",819,33,"Male","White","High","Some College","West",4,4
"820",820,28,"Male","Hispanic","Medium","High School or less","South",4,3
"821",821,28,"Female","Black","Low","High School or less","South",4,1
"822",822,63,"Female","Black","High","High School or less","Northeast",4,5
"823",823,49,"Female","Asian","High","Some College","South",4,5
"824",824,64,"Male","White","Medium","High School or less","South",2,2
"825",825,45,"Male","White","High","High School or less","South",3,1
"826",826,39,"Female","Other","Medium","Some College","South",1,2
"827",827,43,"Female","White","High","Bachelor's or higher","Midwest",3,2
"828",828,18,"Male","White","Medium","Some College","South",3,2
"829",829,29,"Male","White","Low","Bachelor's or higher","West",2,4
"830",830,24,"Male","White","Low","Bachelor's or higher","Northeast",2,3
"831",831,69,"Female","White","Medium","High School or less","South",5,2
"832",832,39,"Male","White","High","Bachelor's or higher","West",2,5
"833",833,64,"Female","Black","Medium","Some College","Northeast",3,4
"834",834,77,"Female","White","Medium","Some College","South",3,4
"835",835,47,"Male","White","Medium","High School or less","West",1,1
"836",836,55,"Male","White","High","Bachelor's or higher","West",3,3
"837",837,18,"Male","White","Medium","Bachelor's or higher","West",2,1
"838",838,35,"Male","White","Low","Bachelor's or higher","West",2,3
"839",839,51,"Female","White","Low","Some College","South",4,1
"840",840,55,"Female","White","High","Some College","South",2,3
"841",841,36,"Female","White","High","Some College","South",3,5
"842",842,90,"Male","White","Low","Some College","South",4,3
"843",843,42,"Female","White","High","Bachelor's or higher","South",3,5
"844",844,51,"Female","White","Low","High School or less","West",3,5
"845",845,62,"Male","White","Low","Bachelor's or higher","West",5,4
"846",846,50,"Male","White","Low","High School or less","South",4,2
"847",847,38,"Female","White","Low","Some College","South",4,2
"848",848,69,"Male","Black","High","Bachelor's or higher","Midwest",3,3
"849",849,79,"Male","Hispanic","Medium","Bachelor's or higher","South",2,5
"850",850,49,"Female","White","Low","High School or less","South",4,5
"851",851,60,"Male","White","High","Some College","South",3,4
"852",852,48,"Male","Black","Medium","High School or less","South",5,3
"853",853,68,"Female","Black","High","High School or less","Northeast",2,2
"854",854,29,"Male","White","Medium","Some College","South",3,1
"855",855,90,"Male","White","Low","Some College","West",5,4
"856",856,39,"Female","Black","Medium","High School or less","Northeast",5,3
"857",857,24,"Female","White","Medium","Some College","Midwest",5,1
"858",858,44,"Male","Hispanic","Medium","Bachelor's or higher","South",3,5
"859",859,53,"Female","White","High","High School or less","Northeast",1,4
"860",860,79,"Male","Hispanic","Low","High School or less","South",4,2
"861",861,66,"Male","Hispanic","Low","High School or less","South",4,5
"862",862,53,"Male","White","High","High School or less","Midwest",5,5
"863",863,25,"Male","White","Low","High School or less","South",4,4
"864",864,34,"Female","White","Low","Bachelor's or higher","West",3,2
"865",865,47,"Male","Black","Low","Some College","Midwest",2,3
"866",866,90,"Female","Other","Medium","High School or less","South",3,5
"867",867,18,"Female","White","High","Bachelor's or higher","Northeast",2,4
"868",868,70,"Female","Hispanic","Low","Some College","Northeast",2,5
"869",869,41,"Male","White","High","Bachelor's or higher","West",1,4
"870",870,80,"Female","White","Medium","High School or less","Northeast",2,5
"871",871,29,"Female","White","Medium","High School or less","Northeast",4,5
"872",872,53,"Female","Hispanic","Medium","Bachelor's or higher","Northeast",1,3
"873",873,30,"Female","White","Medium","Some College","Midwest",2,2
"874",874,66,"Male","White","High","Some College","West",2,4
"875",875,77,"Male","White","Medium","Some College","West",2,5
"876",876,85,"Male","White","Low","High School or less","South",3,4
"877",877,64,"Female","White","Low","Bachelor's or higher","Midwest",3,5
"878",878,83,"Female","White","High","High School or less","South",5,2
"879",879,72,"Male","Black","Low","Some College","South",4,3
"880",880,48,"Female","White","High","Some College","Northeast",5,4
"881",881,59,"Male","Asian","Low","Bachelor's or higher","South",3,3
"882",882,33,"Male","White","Medium","High School or less","Northeast",4,2
"883",883,47,"Female","White","Low","High School or less","West",2,5
"884",884,72,"Male","White","Medium","Bachelor's or higher","West",4,3
"885",885,60,"Male","White","High","High School or less","Midwest",5,5
"886",886,58,"Female","Asian","High","High School or less","Northeast",2,2
"887",887,31,"Male","Black","High","High School or less","West",4,2
"888",888,39,"Male","Hispanic","Medium","Bachelor's or higher","West",4,3
"889",889,36,"Female","White","Low","High School or less","South",5,2
"890",890,57,"Male","White","Low","Bachelor's or higher","Midwest",5,3
"891",891,32,"Male","White","Low","High School or less","West",2,3
"892",892,60,"Male","White","High","High School or less","South",1,3
"893",893,30,"Male","Hispanic","Medium","High School or less","Midwest",5,5
"894",894,83,"Male","White","Medium","Some College","West",2,4
"895",895,58,"Female","White","High","High School or less","West",3,5
"896",896,37,"Female","White","Low","High School or less","Midwest",2,2
"897",897,54,"Male","White","Medium","Bachelor's or higher","South",1,2
"898",898,44,"Male","White","Low","Some College","Northeast",2,5
"899",899,57,"Male","Hispanic","Medium","High School or less","South",2,1
"900",900,54,"Male","Asian","High","High School or less","West",5,5
"901",901,32,"Female","Black","Medium","Bachelor's or higher","South",5,4
"902",902,36,"Female","Black","Low","Some College","Northeast",3,2
"903",903,55,"Male","Hispanic","Medium","High School or less","Northeast",4,3
"904",904,80,"Female","White","Medium","Some College","Northeast",5,3
"905",905,70,"Female","Hispanic","Medium","Some College","South",5,2
"906",906,39,"Male","Hispanic","High","Some College","Northeast",5,1
"907",907,65,"Male","Hispanic","Medium","High School or less","Midwest",3,4
"908",908,49,"Male","White","Low","High School or less","South",1,3
"909",909,55,"Female","Black","Low","Some College","Midwest",2,3
"910",910,55,"Male","Asian","Low","Bachelor's or higher","South",5,2
"911",911,90,"Female","White","Low","Bachelor's or higher","West",3,4
"912",912,29,"Female","White","Medium","High School or less","West",5,4
"913",913,52,"Male","White","High","High School or less","Northeast",4,1
"914",914,18,"Male","White","Medium","Some College","South",5,3
"915",915,61,"Male","Hispanic","Medium","Bachelor's or higher","West",2,3
"916",916,70,"Female","White","Medium","Some College","South",5,3
"917",917,76,"Male","Hispanic","Low","Some College","South",4,2
"918",918,18,"Female","White","Low","Bachelor's or higher","South",4,3
"919",919,57,"Female","Black","High","Bachelor's or higher","Midwest",4,1
"920",920,79,"Female","White","High","Some College","South",5,5
"921",921,43,"Female","White","Medium","Some College","West",2,2
"922",922,46,"Male","Hispanic","Medium","Bachelor's or higher","Midwest",4,2
"923",923,49,"Female","Hispanic","High","Bachelor's or higher","West",2,3
"924",924,57,"Female","White","Low","Bachelor's or higher","South",2,4
"925",925,62,"Female","White","High","Bachelor's or higher","South",4,5
"926",926,74,"Female","Hispanic","Low","Some College","South",4,4
"927",927,48,"Male","Hispanic","High","High School or less","West",4,2
"928",928,54,"Female","Hispanic","Medium","High School or less","West",1,5
"929",929,90,"Female","Black","Low","High School or less","South",4,3
"930",930,58,"Female","White","Medium","High School or less","Midwest",3,4
"931",931,53,"Male","Black","Low","High School or less","Northeast",5,4
"932",932,26,"Male","White","Medium","High School or less","Northeast",4,1
"933",933,50,"Female","White","Low","Bachelor's or higher","West",4,1
"934",934,46,"Male","White","Low","Some College","South",4,5
"935",935,50,"Female","White","Medium","High School or less","Northeast",5,4
"936",936,40,"Female","Black","High","Some College","Midwest",3,4
"937",937,38,"Female","White","Low","Bachelor's or higher","Northeast",2,3
"938",938,37,"Male","White","Low","High School or less","Midwest",3,4
"939",939,46,"Female","Hispanic","Low","Bachelor's or higher","West",1,3
"940",940,75,"Female","White","High","Bachelor's or higher","South",4,4
"941",941,69,"Male","White","Medium","High School or less","Midwest",3,3
"942",942,44,"Male","White","High","High School or less","Midwest",4,4
"943",943,20,"Male","White","Medium","High School or less","Midwest",4,5
"944",944,35,"Female","Hispanic","Medium","High School or less","South",4,2
"945",945,42,"Male","Black","Low","High School or less","Midwest",2,2
"946",946,52,"Male","Black","Medium","Bachelor's or higher","South",2,3
"947",947,38,"Male","Hispanic","Medium","High School or less","Midwest",1,4
"948",948,86,"Male","Black","Low","High School or less","West",3,4
"949",949,45,"Male","Black","Medium","High School or less","South",3,2
"950",950,28,"Female","Hispanic","High","Some College","Northeast",3,1
"951",951,47,"Male","White","High","Bachelor's or higher","West",2,1
"952",952,32,"Male","White","Medium","Bachelor's or higher","West",3,5
"953",953,53,"Female","Hispanic","Medium","High School or less","West",4,2
"954",954,54,"Female","Black","High","Some College","West",4,3
"955",955,56,"Male","White","Low","High School or less","Midwest",4,5
"956",956,21,"Male","White","High","Some College","Midwest",4,5
"957",957,54,"Female","Hispanic","Medium","Bachelor's or higher","Midwest",4,5
"958",958,56,"Female","White","Low","Some College","West",3,1
"959",959,24,"Female","White","Medium","Bachelor's or higher","West",5,3
"960",960,67,"Male","Hispanic","Low","High School or less","South",3,2
"961",961,64,"Female","White","Medium","High School or less","West",1,5
"962",962,90,"Male","Hispanic","High","High School or less","South",5,1
"963",963,53,"Female","Hispanic","High","Bachelor's or higher","South",3,1
"964",964,51,"Female","White","Medium","High School or less","West",2,4
"965",965,52,"Male","White","Medium","High School or less","South",3,2
"966",966,51,"Male","Black","Medium","High School or less","West",4,5
"967",967,18,"Male","Hispanic","Medium","Some College","South",3,5
"968",968,20,"Male","White","Medium","Bachelor's or higher","South",2,4
"969",969,49,"Male","White","High","Bachelor's or higher","Midwest",2,3
"970",970,40,"Male","White","High","Bachelor's or higher","West",3,1
"971",971,51,"Female","White","Low","High School or less","Midwest",1,5
"972",972,18,"Female","Hispanic","Medium","Bachelor's or higher","West",3,2
"973",973,23,"Male","White","Medium","Some College","Northeast",1,4
"974",974,30,"Female","Asian","Medium","Some College","South",4,2
"975",975,68,"Male","Hispanic","Medium","Some College","Northeast",1,4
"976",976,30,"Male","Black","Medium","Some College","Midwest",4,4
"977",977,36,"Female","White","High","Some College","South",3,2
"978",978,51,"Female","Hispanic","Medium","Bachelor's or higher","South",3,3
"979",979,44,"Female","Hispanic","High","Some College","West",1,5
"980",980,53,"Female","Hispanic","High","Some College","Midwest",2,5
"981",981,90,"Female","White","Medium","High School or less","Midwest",4,1
"982",982,30,"Female","White","Medium","Some College","Northeast",2,2
"983",983,45,"Female","Black","Medium","Bachelor's or higher","Northeast",3,2
"984",984,41,"Male","White","Medium","High School or less","South",3,5
"985",985,77,"Female","Other","High","High School or less","South",3,1
"986",986,36,"Female","Black","Low","Some College","Northeast",4,4
"987",987,49,"Male","White","Low","Bachelor's or higher","Northeast",2,1
"988",988,64,"Male","Black","High","High School or less","West",3,3
"989",989,31,"Male","White","High","Bachelor's or higher","West",1,1
"990",990,80,"Female","Hispanic","High","Bachelor's or higher","Midwest",4,3
"991",991,62,"Male","White","Medium","Bachelor's or higher","West",3,5
"992",992,31,"Male","Hispanic","High","Some College","South",2,3
"993",993,58,"Male","White","High","High School or less","Midwest",5,5
"994",994,46,"Female","Hispanic","Medium","High School or less","South",5,2
"995",995,56,"Female","White","Low","High School or less","Northeast",5,4
"996",996,48,"Female","Hispanic","High","High School or less","South",2,2
"997",997,69,"Female","Hispanic","Low","High School or less","West",4,3
"998",998,26,"Female","White","Medium","Some College","Northeast",5,5
"999",999,41,"Female","White","Medium","Some College","South",4,4
"1000",1000,46,"Female","Other","High","High School or less","Northeast",2,1
"1001",1001,32,"Female","Hispanic","Low","High School or less","South",2,1
"1002",1002,31,"Female","White","Medium","High School or less","West",2,3
"1003",1003,50,"Female","Asian","Medium","High School or less","Northeast",4,2
"1004",1004,48,"Male","White","High","Some College","Northeast",3,1
"1005",1005,18,"Female","White","Low","Some College","Midwest",3,3
"1006",1006,69,"Female","Hispanic","Low","Some College","South",5,4
"1007",1007,54,"Male","Hispanic","High","High School or less","West",4,3
"1008",1008,90,"Female","White","Low","Some College","Northeast",3,3
"1009",1009,62,"Female","White","High","High School or less","West",4,3
"1010",1010,42,"Female","Hispanic","Low","High School or less","West",5,1
"1011",1011,90,"Male","White","Low","Some College","South",2,5
"1012",1012,90,"Female","White","Medium","High School or less","Northeast",2,1
"1013",1013,28,"Male","White","Low","High School or less","Northeast",3,4
"1014",1014,58,"Male","Hispanic","High","Bachelor's or higher","West",4,2
"1015",1015,46,"Female","White","High","High School or less","Midwest",2,1
"1016",1016,53,"Male","Hispanic","Low","Some College","Northeast",5,4
"1017",1017,54,"Female","Black","Medium","Bachelor's or higher","West",1,4
"1018",1018,27,"Male","Hispanic","Medium","Bachelor's or higher","South",3,5
"1019",1019,55,"Male","White","Low","Some College","South",1,2
"1020",1020,81,"Female","White","Medium","Bachelor's or higher","South",4,3
"1021",1021,47,"Female","White","Medium","Some College","Northeast",4,4
"1022",1022,47,"Male","White","Low","High School or less","West",5,4
"1023",1023,75,"Female","Hispanic","High","Some College","West",5,2
"1024",1024,66,"Female","Other","High","High School or less","South",5,3
"1025",1025,20,"Female","Hispanic","Medium","Bachelor's or higher","West",3,4
"1026",1026,54,"Female","White","Low","High School or less","South",5,3
"1027",1027,80,"Male","Asian","High","Some College","West",3,4
"1028",1028,75,"Male","White","High","Bachelor's or higher","South",5,5
"1029",1029,58,"Female","White","Medium","Some College","Midwest",2,4
"1030",1030,63,"Male","Black","Low","Some College","Northeast",2,3
"1031",1031,28,"Male","White","Medium","Some College","Midwest",3,5
"1032",1032,55,"Male","White","Low","High School or less","West",2,4
"1033",1033,33,"Male","White","High","Bachelor's or higher","Northeast",3,3
"1034",1034,42,"Male","Black","Low","Bachelor's or higher","Midwest",2,2
"1035",1035,67,"Male","Black","Low","Some College","South",3,2
"1036",1036,30,"Female","White","Low","Some College","Midwest",4,4
"1037",1037,55,"Male","Hispanic","Low","Bachelor's or higher","West",2,4
"1038",1038,58,"Female","White","High","High School or less","Midwest",1,2
"1039",1039,51,"Male","Black","Low","Some College","West",4,4
"1040",1040,83,"Male","Hispanic","Low","High School or less","Northeast",5,5
"1041",1041,32,"Male","White","Medium","Some College","Northeast",5,4
"1042",1042,61,"Male","White","Low","Some College","West",3,5
"1043",1043,48,"Male","Asian","High","Bachelor's or higher","West",5,4
"1044",1044,45,"Female","White","High","Some College","West",5,1
"1045",1045,58,"Female","White","Medium","High School or less","Midwest",2,3
"1046",1046,32,"Female","White","Low","Bachelor's or higher","Northeast",2,5
"1047",1047,26,"Female","Asian","High","High School or less","West",2,4
"1048",1048,41,"Male","White","Medium","High School or less","Midwest",1,1
"1049",1049,82,"Male","White","Low","High School or less","West",3,4
"1050",1050,51,"Male","White","Low","High School or less","Midwest",3,5
"1051",1051,56,"Female","Hispanic","Medium","High School or less","Northeast",5,4
"1052",1052,47,"Female","Hispanic","Low","High School or less","South",2,5
"1053",1053,58,"Female","White","Low","Bachelor's or higher","South",1,3
"1054",1054,33,"Female","White","Low","High School or less","South",4,5
"1055",1055,71,"Female","White","Medium","High School or less","South",4,4
"1056",1056,61,"Male","White","Medium","High School or less","South",4,5
"1057",1057,35,"Female","White","Medium","High School or less","Midwest",3,3
"1058",1058,51,"Female","White","Medium","High School or less","West",3,5
"1059",1059,63,"Male","White","High","Some College","South",2,1
"1060",1060,60,"Male","White","Medium","Bachelor's or higher","Midwest",3,2
"1061",1061,77,"Male","White","Low","Some College","West",4,3
"1062",1062,39,"Female","Hispanic","Medium","Bachelor's or higher","West",2,4
"1063",1063,70,"Female","White","Medium","Bachelor's or higher","South",3,5
"1064",1064,69,"Female","White","Low","High School or less","South",4,4
"1065",1065,47,"Male","White","Medium","Bachelor's or higher","Midwest",3,3
"1066",1066,32,"Female","Hispanic","Medium","Some College","South",4,4
"1067",1067,30,"Female","White","High","Bachelor's or higher","West",5,3
"1068",1068,58,"Male","Black","Low","Bachelor's or higher","South",3,4
"1069",1069,49,"Male","White","Low","Bachelor's or higher","South",2,4
"1070",1070,82,"Female","Black","Low","Some College","South",3,4
"1071",1071,60,"Female","Hispanic","Low","Bachelor's or higher","West",4,5
"1072",1072,43,"Female","Hispanic","Low","High School or less","West",3,4
"1073",1073,32,"Male","White","High","Some College","South",5,1
"1074",1074,40,"Male","White","Medium","Bachelor's or higher","South",4,5
"1075",1075,56,"Male","Hispanic","Low","Some College","West",2,5
"1076",1076,42,"Female","White","Medium","Some College","West",5,3
"1077",1077,59,"Male","White","High","Some College","West",3,3
"1078",1078,44,"Male","Asian","High","High School or less","South",5,4
"1079",1079,48,"Male","White","High","Some College","South",2,2
"1080",1080,37,"Female","Black","Medium","Bachelor's or higher","South",4,3
"1081",1081,84,"Female","Black","High","Some College","Northeast",2,4
"1082",1082,56,"Male","White","High","Bachelor's or higher","Northeast",3,3
"1083",1083,54,"Male","White","Low","Some College","West",5,2
"1084",1084,20,"Male","Hispanic","Medium","High School or less","South",4,3
"1085",1085,62,"Male","White","Medium","Some College","West",4,3
"1086",1086,32,"Female","White","Medium","High School or less","Northeast",2,1
"1087",1087,34,"Female","White","Medium","Bachelor's or higher","Northeast",3,4
"1088",1088,67,"Male","White","Low","Bachelor's or higher","South",3,3
"1089",1089,42,"Male","Hispanic","Medium","Bachelor's or higher","West",4,3
"1090",1090,19,"Male","White","High","High School or less","West",3,2
"1091",1091,82,"Male","White","High","Bachelor's or higher","South",3,5
"1092",1092,18,"Female","Black","High","High School or less","South",3,4
"1093",1093,60,"Male","Asian","Low","Some College","Northeast",2,1
"1094",1094,68,"Male","White","Medium","High School or less","Midwest",3,3
"1095",1095,39,"Female","Hispanic","High","Some College","Midwest",3,3
"1096",1096,58,"Male","White","High","Some College","South",3,3
"1097",1097,58,"Female","White","Low","Some College","South",2,1
"1098",1098,69,"Male","White","Low","Bachelor's or higher","Northeast",3,2
"1099",1099,59,"Male","White","Medium","High School or less","Midwest",3,5
"1100",1100,46,"Female","White","Medium","Bachelor's or higher","Midwest",3,5
"1101",1101,66,"Male","White","Low","High School or less","Midwest",2,3
"1102",1102,64,"Female","White","Medium","Bachelor's or higher","Northeast",4,5
"1103",1103,33,"Male","White","Low","Bachelor's or higher","West",3,4
"1104",1104,25,"Female","White","Low","High School or less","South",3,2
"1105",1105,53,"Female","White","Low","High School or less","Midwest",1,4
"1106",1106,45,"Male","White","Low","Some College","South",4,4
"1107",1107,32,"Male","Hispanic","High","Bachelor's or higher","Northeast",3,5
"1108",1108,52,"Female","White","Low","Some College","Northeast",2,1
"1109",1109,26,"Male","Hispanic","High","Some College","Northeast",4,5
"1110",1110,53,"Male","Hispanic","Low","High School or less","Northeast",2,4
"1111",1111,39,"Male","Hispanic","Medium","Some College","Northeast",4,4
"1112",1112,67,"Male","White","Medium","High School or less","South",3,4
"1113",1113,90,"Female","Black","Medium","Bachelor's or higher","Northeast",2,4
"1114",1114,34,"Female","Hispanic","Low","High School or less","South",4,5
"1115",1115,69,"Female","White","Medium","Some College","South",2,4
"1116",1116,65,"Female","White","High","Bachelor's or higher","Midwest",3,4
"1117",1117,49,"Male","Asian","High","Bachelor's or higher","West",5,2
"1118",1118,42,"Male","Black","Low","High School or less","South",2,2
"1119",1119,78,"Female","White","Low","Some College","South",2,2
"1120",1120,18,"Female","White","High","High School or less","West",3,2
"1121",1121,38,"Male","White","Medium","High School or less","West",4,4
"1122",1122,24,"Male","White","Medium","High School or less","South",5,5
"1123",1123,75,"Female","White","High","Some College","West",3,2
"1124",1124,47,"Male","White","High","High School or less","Northeast",3,4
"1125",1125,41,"Male","White","Medium","High School or less","Midwest",1,4
"1126",1126,90,"Female","White","High","Bachelor's or higher","West",2,1
"1127",1127,49,"Female","White","Low","High School or less","West",3,2
"1128",1128,42,"Female","White","Medium","Some College","Northeast",2,5
"1129",1129,55,"Male","Hispanic","High","Bachelor's or higher","South",2,4
"1130",1130,22,"Female","White","Medium","High School or less","West",4,1
"1131",1131,59,"Male","White","Medium","Some College","South",5,3
"1132",1132,48,"Male","White","Low","Bachelor's or higher","South",3,4
"1133",1133,58,"Female","Black","Low","High School or less","Midwest",3,1
"1134",1134,32,"Female","White","Low","High School or less","West",4,3
"1135",1135,32,"Male","White","Low","Some College","South",5,3
"1136",1136,38,"Female","Hispanic","Medium","Bachelor's or higher","Midwest",4,3
"1137",1137,36,"Female","White","Low","High School or less","South",2,3
"1138",1138,73,"Male","White","Low","Some College","West",2,4
"1139",1139,78,"Female","White","Low","Some College","South",3,5
"1140",1140,47,"Male","White","High","High School or less","Midwest",5,3
"1141",1141,44,"Female","White","High","High School or less","South",3,4
"1142",1142,44,"Female","Black","Low","High School or less","South",3,5
"1143",1143,51,"Female","White","Low","Some College","Midwest",2,2
"1144",1144,52,"Female","Hispanic","High","Bachelor's or higher","Midwest",3,5
"1145",1145,55,"Male","Hispanic","High","Some College","Northeast",3,1
"1146",1146,37,"Male","White","Medium","Some College","South",5,3
"1147",1147,35,"Male","Hispanic","Medium","Some College","West",3,5
"1148",1148,72,"Female","Black","Medium","Bachelor's or higher","West",5,3
"1149",1149,40,"Female","Black","Low","Some College","West",3,4
"1150",1150,55,"Male","Hispanic","Medium","High School or less","West",3,3
"1151",1151,49,"Female","Hispanic","Low","Bachelor's or higher","Midwest",5,5
"1152",1152,33,"Male","Hispanic","Low","Some College","Northeast",4,3
"1153",1153,61,"Male","Hispanic","Low","High School or less","South",3,5
"1154",1154,53,"Male","Black","Medium","Bachelor's or higher","West",1,4
"1155",1155,75,"Female","Black","Medium","Some College","Midwest",3,3
"1156",1156,52,"Male","White","Low","High School or less","West",4,1
"1157",1157,44,"Male","White","Low","High School or less","Midwest",4,2
"1158",1158,55,"Male","White","Medium","Bachelor's or higher","South",5,4
"1159",1159,29,"Female","White","High","Some College","South",3,4
"1160",1160,35,"Male","Asian","Medium","Some College","South",5,2
"1161",1161,59,"Male","Hispanic","Low","High School or less","Midwest",2,5
"1162",1162,44,"Male","Other","High","High School or less","South",5,2
"1163",1163,49,"Male","Other","Low","Bachelor's or higher","South",5,5
"1164",1164,48,"Male","White","Low","High School or less","West",1,3
"1165",1165,38,"Female","Hispanic","Medium","High School or less","South",5,4
"1166",1166,18,"Male","Hispanic","Low","High School or less","South",2,5
"1167",1167,56,"Male","White","Low","High School or less","Midwest",5,4
"1168",1168,64,"Female","Black","Medium","High School or less","Midwest",2,5
"1169",1169,27,"Female","Hispanic","Low","Bachelor's or higher","Midwest",4,3
"1170",1170,77,"Female","White","Medium","High School or less","West",3,4
"1171",1171,57,"Male","White","Low","Some College","Northeast",3,4
"1172",1172,74,"Male","Black","Medium","Bachelor's or higher","West",5,2
"1173",1173,33,"Male","White","High","Bachelor's or higher","Northeast",1,3
"1174",1174,53,"Male","White","Medium","High School or less","South",4,5
"1175",1175,48,"Male","Black","Medium","Bachelor's or higher","Midwest",3,4
"1176",1176,64,"Female","White","High","Some College","South",5,3
"1177",1177,40,"Male","White","Low","High School or less","South",3,4
"1178",1178,50,"Female","Hispanic","Medium","Some College","South",2,3
"1179",1179,18,"Female","White","Low","Some College","Midwest",2,1
"1180",1180,36,"Female","White","Medium","High School or less","Midwest",3,4
"1181",1181,52,"Male","White","Medium","High School or less","West",5,4
"1182",1182,37,"Female","White","Medium","High School or less","South",3,2
"1183",1183,49,"Female","White","Medium","Some College","South",4,4
"1184",1184,42,"Female","White","High","High School or less","South",3,4
"1185",1185,61,"Female","Hispanic","Low","Some College","West",4,2
"1186",1186,71,"Female","White","Low","Some College","South",3,2
"1187",1187,35,"Male","White","High","Some College","South",3,5
"1188",1188,44,"Male","Black","Low","High School or less","South",2,1
"1189",1189,76,"Male","Other","Medium","High School or less","South",2,4
"1190",1190,18,"Female","White","High","Bachelor's or higher","South",4,4
"1191",1191,44,"Male","Black","High","Bachelor's or higher","South",4,1
"1192",1192,87,"Male","Hispanic","Medium","Some College","South",3,3
"1193",1193,89,"Male","White","Low","Bachelor's or higher","West",2,3
"1194",1194,53,"Male","White","High","Bachelor's or higher","Midwest",2,4
"1195",1195,34,"Female","Hispanic","High","Some College","South",5,4
"1196",1196,53,"Male","Black","Medium","Some College","South",1,4
"1197",1197,38,"Male","White","High","High School or less","South",5,4
"1198",1198,76,"Male","White","Medium","Some College","West",1,5
"1199",1199,35,"Male","Black","Medium","Bachelor's or higher","Northeast",2,4
"1200",1200,57,"Male","Asian","Low","High School or less","Midwest",4,5
"1201",1201,61,"Female","White","High","Bachelor's or higher","West",4,4
"1202",1202,36,"Male","Asian","High","Bachelor's or higher","South",3,5
"1203",1203,65,"Female","White","High","Bachelor's or higher","West",5,2
"1204",1204,37,"Male","Black","Low","High School or less","South",5,4
"1205",1205,61,"Female","White","High","Bachelor's or higher","Northeast",5,5
"1206",1206,70,"Female","Hispanic","Low","High School or less","Midwest",1,2
"1207",1207,32,"Male","Hispanic","Low","Bachelor's or higher","South",3,4
"1208",1208,70,"Male","Hispanic","Medium","Some College","Northeast",2,1
"1209",1209,41,"Female","White","Low","Some College","Northeast",1,2
"1210",1210,55,"Male","White","Medium","Some College","Midwest",3,4
"1211",1211,54,"Female","White","Medium","High School or less","Midwest",2,3
"1212",1212,42,"Female","White","Low","High School or less","West",4,2
"1213",1213,55,"Female","White","Low","Some College","West",2,1
"1214",1214,28,"Male","White","Medium","High School or less","South",2,3
"1215",1215,48,"Female","Hispanic","Medium","Some College","Northeast",3,4
"1216",1216,65,"Male","Hispanic","Low","Bachelor's or higher","South",2,4
